lemma;id;part_of_speech;forms
цѣсарьградъ;120726;proper noun;sg., m., dat., infl.:цр҃югороду,царюгороду,ц҃рюграду,ц҃рюгороду,цсрюграду,црсюграду|sg., m., gen., infl.:цр҃ѧгорода,ц҃рѧград,ц҃рѧграда|sg., m., acc., infl.:цр҃ьгородъ,цр҃ьградъ,ц҃рьградъ,ц҃рьград|sg., m., loc., infl.:ц҃рѣград,ц҃риградѣ,ц҃рѣградѣ|sg., m., ins., infl.:ц҃рмъградомъ
дънѣпръ;120727;proper noun;sg., m., gen., infl.:днѣпра|sg., m., dat., infl.:днѣпру|sg., m., nom., infl.:днѣпръ|sg., m., acc., infl.:днѣпръ,дънѣпръ|sg., m., loc., infl.:днѣ҃прѣ
узьрѣти;120728;verb;3rd p., du., aor., ind., act., infl.:оузрѣста,узьрѣста|3rd p., sg., aor., ind., act., infl.:оузрѣ,оусрѣте,узьрѣ,ѹзрѣ|3rd p., pl., pres., ind., act., infl.:оузрѧть|2nd p., pl., pres., imp., act., infl.:оузрите|3rd p., pl., aor., ind., act., infl.:оузрѣша|3rd p., sg., imperf., ind., act., infl.:оузрѧше|pl., past, part., act., m., nom., strong, infl.:оузрѣвше,узьрѣвъше|1st p., sg., pres., ind., act., infl.:оузрю,узьрю|pres., inf., act., infl.:оузрѣти,узьрѣти|2nd p., sg., pres., ind., act., infl.:оузришь,оузриши
градъкъ;120729;common noun;sg., m., acc., infl.:градокъ,градок,градоко|sg., m., nom., infl.:градокъ
въпрашати;120730;verb;3rd p., du., aor., ind., act., infl.:оупращаста|3rd p., sg., aor., ind., act., infl.:въпраша,впраша|pl., pres., part., act., m., dat., weak, infl.:въпрашающим|2nd p., sg., pres., imp., act., infl.:впрашаи|pres., inf., act., infl.:впрашати,въпрашати|3rd p., pl., pres., ind., act., infl.:вопрошают|3rd p., sg., imperf., ind., act., infl.:въпрашаше
кыи;120731;proper noun;sg., m., nom., infl.:кии|sg., m., dat., infl.:киеви
щекъ;120732;proper noun;sg., m., nom., infl.:щекъ
хоривъ;120733;proper noun;sg., m., nom., infl.:хорвиъ,хоривъ,хорівъ
съдѣлати;120734;verb;3rd p., pl., aor., ind., act., infl.:сдѣлаша,съдѣлаша,здѣлаша|3rd p., sg., aor., ind., act., infl.:сдѣла|sg., result., part., act., m., nom., strong, infl.:сдѣла,зделалъ,здѣлалъ,здѣлал|sg., past, part., act., m., nom., strong, infl.:здѣлавъ,зделавъ|sg., past, part., pass., n., nom., strong, infl.:здѣлано|sg., past, part., pass., m., nom., strong, infl.:здѣлано|pres., inf., act., infl.:зьдѣлати,здѣлат,здѣлати,здѣлать|3rd p., sg., pres., ind., act., infl.:здѣлаетъ,здѣлает,содѣлаетъ|3rd p., pl., pres., ind., act., infl.:здѣлают|pl., result., part., act., m., nom., strong, infl.:здѣлали|1st p., sg., pres., ind., act., infl.:здѣлаю|pl., past, part., pass., n., acc., weak, infl.:содѣланная
изгыбнути;120735;verb;3rd p., pl., aor., ind., act., infl.:изгибоша
мы;120736;personal pronoun;1st p., pl., m., loc., infl.:насъ,нас|1st p., pl., m., nom., infl.:мы,мьы|1st p., pl., m., dat., infl.:намъ,ны,нам,Намъ,нꙑ,на|1st p., pl., m., ins., infl.:нами|1st p., pl., m./f./n., dat., infl.:намъ|1st p., pl., m./f./n., gen., infl.:насъ|1st p., pl., m., acc., infl.:ны,насъ,нꙑ,н|1st p., pl., m./f./n., acc., infl.:ны|1st p., pl., m., gen., infl.:насъ,нас,нас҃
сѣдѣти;120737;verb;3rd p., pl., pres., ind., act., infl.:сѣдѧть,сидятъ,сѣдѧт|3rd p., sg., imperf., ind., act., infl.:сѣдѧще,сѣдѧше,сꙗдꙗше|3rd p., pl., imperf., ind., act., infl.:сѣдѧху|pl., pres., part., act., m., acc., weak, infl.:сѣдѧщая|1st p., pl., pres., ind., act., infl.:сѣдимъ|sg., pres., part., act., f., nom., strong, infl.:сѣдѧщи|3rd p., sg., pres., ind., act., infl.:сѣдитъ,сѣди,сѣдить,сидит,сидитъ,сѣдит|pres., inf., act., infl.:сѣдѣти,седѣти,съдѣти,сидѣть|sg., pres., part., act., m., nom., strong, infl.:сѣдѧ,сѣдꙗ,сидя|3rd p., sg., aor., ind., act., infl.:сидѣ,сѣдѣ|sg., pres., part., act., m., dat., strong, infl.:сѣдѧщю,Сѣдѧщю,сидящу,сѣдꙗщю|du., pres., part., act., m., dat., strong, infl.:сѣдѧщема|sg., pres., part., act., m., gen., strong, infl.:сѣдѧща|pl., pres., part., act., m., dat., strong, infl.:сѣдѧщемъ|2nd p., sg., pres., imp., act., infl.:сѣди|1st p., sg., aor., ind., act., infl.:сѣдѣхъ|2nd p., sg., pres., ind., act., infl.:сѣдишь|3rd p., pl., aor., ind., act., infl.:седѣша|sg., result., part., act., f., nom., strong, infl.:сидѣла|sg., pres., part., act., m., nom., weak, infl.:сидяи|sg., result., part., act., m., nom., strong, infl.:сидѣлъ,сидѣл|sg., pres., part., act., m., gen., weak, infl.:сѣдящаго,сидящаго|1st p., sg., pres., ind., act., infl.:сижу|pl., result., part., act., m., nom., strong, infl.:сидѣли|pl., pres., part., act., m., nom., weak, infl.:сидящїи|du., past, part., act., m., dat., strong, infl.:сѣдъшема|pl., pres., part., act., m., nom., strong, infl.:сѣдѧще
платити;120738;verb;2nd p., pl., pres., imp., act., infl.:платите|pl., pres., part., act., m., nom., strong, infl.:платѧче|pres., inf., act., infl.:платити,плотит,платить,платитъ,платꙇт|3rd p., pl., pres., ind., act., infl.:платѧть|2nd p., sg., pres., imp., act., infl.:плати|3rd p., sg., pres., ind., act., infl.:платить,платит,платитъ|3rd p., sg., pres., imp., act., infl.:плати
козаре;120739;common noun;pl., m., gen., infl.:козаръ|pl., m., nom., infl.:козарѣ,козари|pl., m., ins., infl.:козары|pl., m., dat., infl.:козаромъ|sg., m., gen., infl.:козарѣ|pl., m., acc., infl.:козары
асколдъ;120740;proper noun;sg., m., nom., infl.:аколъдо,асколдь,ѡсколдъ,асколдъ|sg., m., dat., infl.:асколду|sg., m., gen., infl.:асколда
диръ;120741;proper noun;sg., m., nom., infl.:диръ|sg., m., dat., infl.:дирови|sg., m., gen., infl.:дира
остати;120742;verb;3rd p., sg., aor., ind., act., infl.:ѡста,оста|3rd p., du., aor., ind., act., infl.:ѡстаста|1st p., sg., aor., ind., act., infl.:ѡстахъ|pres., inf., act., infl.:ѡстати,остати|2nd p., sg., pres., imp., act., infl.:ѡстани,остани|3rd p., pl., aor., ind., act., infl.:осташа|1st p., sg., pres., ind., act., infl.:остаану,остану|3rd p., sg., pres., ind., act., infl.:ѡстанет,останет,останеть|pl., result., part., act., m., nom., strong, infl.:ѡстали|pl., result., part., act., f./n., nom., strong, infl.:ѡстали|sg., result., part., act., n., nom., strong, infl.:ѡстало,остало|sg., result., part., act., m., nom., strong, infl.:ѡсталъ|sg., past, part., act., m., dat., strong, infl.:оставъшю|pl., past, part., act., m., ins., weak, infl.:ѡставшими|pl., past, part., act., m., nom., strong, infl.:ѡставше
владѣти;120744;verb;pl., pres., part., act., m., nom., strong, infl.:владѣюще|3rd p., pl., pres., ind., act., infl.:владѣють|3rd p., pl., aor., ind., act., infl.:владѣша|pres., inf., act., infl.:владѣт,владѣть,владѣти|3rd p., sg., pres., ind., act., infl.:владеть|sg., pres., part., act., m., nom., strong, infl.:владѣя
польскыи;120745;adjective;sg., f., ins., pos., weak/strong, infl.:польскою
прияти;120750;verb;3rd p., pl., aor., ind., act., infl.:прияша,пріяша,приꙗша|sg., result., part., act., m., nom., strong, infl.:приялъ,приял,принял,принѧлъ|3rd p., sg., aor., ind., act., infl.:прия,приятъ,приꙗть,приꙗ,преꙗ,приꙗтъ,прїѧ|pl., result., part., act., m., nom., strong, infl.:прияли,приняли|3rd p., pl., pres., ind., act., infl.:приимуть,приѥмлють,приимѹть,прїимꙋть|3rd p., sg., pres., ind., act., infl.:прииметь,приметь,приимьть,прїимет,прїимѣтъ,приiметь,прїимут|pres., inf., act., infl.:прияти,прияти::,прїяти,приняти,приꙗти|sg., past, part., act., m., nom., strong, infl.:приимъ,приемъ,принявъ|2nd p., sg., pres., imp., act., infl.:прими,приими,прїими|pl., past, part., act., m., nom., strong, infl.:приемше,приимше,приимъше|1st p., sg., pres., ind., act., infl.:прииму,преиму|1st p., pl., aor., ind., act., infl.:прияхомъ,поресяхомъ,прияхом|sg., result., part., act., f., nom., strong, infl.:прияла|2nd p., sg., pres., ind., act., infl.:приимеши|2nd p., pl., pres., ind., act., infl.:прияете,приимете|sg., past, part., act., m., dat., strong, infl.:приемшю,приимъшю|1st p., sg., aor., ind., act., infl.:прияхъ,приꙗхъ|sg., past, part., act., m., dat., weak, infl.:приимшю|pl., past, part., act., m., dat., weak, infl.:приимшим|sg., past, part., act., f., nom., strong, infl.:приимши,прїимши|3rd p., du., aor., ind., act., infl.:прияста|1st p., pl., pres., ind., act., infl.:приимем|du., past, part., act., n., nom., strong, infl.:приимъши|2nd p., pl., aor., ind., act., infl.:приꙗсте|2nd p., pl., pres., imp., act., infl.:прїѧите,приимѣте|sg., past, part., pass., m., nom., strong, infl.:приꙗтъ,приꙗть
власть;120751;common noun;sg., f., gen., infl.:власти|sg., f., ins., infl.:властью,властїю|sg., f., acc., infl.:власть|sg., f., nom., infl.:власть|sg., f., loc., infl.:власти|pl., f., nom., infl.:власти|pl., f., gen., infl.:властеи
седмьдесятъ;120752;cardinal numeral;non-infl.:о҃,о͠|sg., n., ins., infl.:семьюдесѧтъ|sg., m., acc., infl.:семидесѧтъ|sg., f., acc., infl.:семъдесят
четыре;120753;cardinal numeral;non-infl.:д҃,4,д|pl., m., ins., infl.:четырми,д҃.ми|sg., m., nom., infl.:четырь,четыре,четырѣ|pl., m., dat., infl.:четыремъ|pl., f., loc., infl.:д҃.хъ|sg., m., acc., infl.:четыре,четырѣ|sg., f., acc., infl.:четыре
грькъ;120754;common noun;pl., m., acc., infl.:греки,грькы,грекы|pl., m., gen., infl.:грекъ,грековъ|pl., m., dat., infl.:грекомъ,грькомъ,грекам,греком|pl., m., nom., infl.:грьци,греки,грекы|pl., m., ins., infl.:греки|sg., m., dat., infl.:грекомъ|pl., m., loc., infl.:грьцѣх,грьцѣхъ,греках|sg., m., nom., infl.:грьци,грекъ,грек|sg., m., gen., infl.:грека
четырьнадесять;120755;cardinal numeral;non-infl.:д҃і,д҃ι|sg., m., nom., infl.:четырнатцеть|sg., m., acc., infl.:четырнатцет
михаилъ;120756;proper noun;sg., m., dat., infl.:михаилу,михаилѹ|sg., m., gen., infl.:михаила,михалѧ,михаїла,Михаила|sg., m., ins., infl.:михаиломъ,михаиломь|sg., m., nom., infl.:Михаилъ,михаилу,михаилъ,михаль
цѣсарь;120757;common noun;sg., m., dat., infl.:цр҃ю,ц҃рю,цр҃ви,цр҃ві|sg., m., gen., infl.:цр҃ѧ,ц҃рѧ,ц҃рѣ,црсѧ,цсрѧ,црѧс,Цр҃ѧ,царѧ,цр҃я|sg., m., loc., infl.:цр҃и,ц҃ри,црси,цр҃ѣ,ц҃рѣ|sg., m., nom., infl.:цр҃ь,ц҃рь,црь,цсрь,царь,ц҃срь,цр҃ъ|sg., m., ins., infl.:црмъ,цр҃мъ,цсрмь,цр҃ем,ц҃рмъ|pl., m., dat., infl.:цр҃мъ,ц҃рмъ,цc҇ремъ|pl., m., ins., infl.:ц҃ри,ц҃рі|sg., m., voc., infl.:ц҃рю,црю|du., m., nom., infl.:ц҃рѧ,цесарꙗ|du., m., gen., infl.:ц҃рю,ц҃ю|du., m., dat., infl.:ц҃рма|pl., m., nom., infl.:црсве,цр҃и,ц҃ри|pl., m., gen., infl.:црсь,цр҃еи,цcрвъ,цсрвъ,ц҃реи|du., m., acc., infl.:цc҇рꙗ
отъити;120758;verb;sg., past, part., act., m., dat., strong, infl.:ѿшедшю,Ошедъшю,ѿшьдъшю,ѿшедъшю|3rd p., sg., aor., ind., act., infl.:ѿиде,ѡтъиде,отъиде,ѿъиде|2nd p., du., pres., imp., act., infl.:ѿидѣта|3rd p., pl., aor., ind., act., infl.:ѿидоша,отъидоша|sg., past, part., act., m., nom., strong, infl.:ѿшедъ,ѿшед,ѿшьдъ|3rd p., sg., pres., ind., act., infl.:ѿидеть,ѡтоидет,отъидеть|pl., past, part., act., m., dat., weak, infl.:ѿшедшим|1st p., pl., pres., ind., act., infl.:отъидем|pres., inf., act., infl.:отоити,отъити,ѿити,ѡтъити|du., result., part., act., m., nom., strong, infl.:ошьла|3rd p., pl., pres., ind., act., infl.:ѿидѹтъ|sg., result., part., act., m., nom., strong, infl.:ѿшелъ|3rd p., du., aor., ind., act., infl.:отъидоста|pl., past, part., act., m., nom., strong, infl.:отъшьдъше|3rd p., sg., imperf., ind., act., infl.:ѿидѧше|1st p., sg., aor., ind., act., infl.:ѿидохъ
агарянинъ;120759;common noun;pl., m., acc., infl.:ѡгарѧны
чьрныи;120760;adjective;pl., m., nom., pos., weak, infl.:чернии,черные,черныѧ|sg., f., gen., pos., weak, infl.:черные,черныя|sg., f., dat., pos., strong, infl.:чернѣ|sg., n., dat., pos., weak, infl.:черьмному|pl., m., nom., pos., strong, infl.:черни,черны|sg., m., nom., pos., weak, infl.:черныи|sg., n., acc., pos., weak, infl.:черное|sg., f., acc., pos., weak, infl.:чернѹю|sg., m., ins., pos., weak, infl.:чернымъ|sg., n., nom., pos., strong, infl.:черно|sg., m., gen., pos., weak, infl.:чернова|pl., f., nom., pos., weak, infl.:черные|sg., m., nom., pos., strong, infl.:чьрнъ|sg., n., gen., pos., weak, infl.:чернаго|sg., n., nom., pos., weak, infl.:черное|pl., m., acc., pos., weak, infl.:черныѧ
епархъ;120761;common noun;sg., m., nom., infl.:епархъ,епарʼхъ,єпарʼхъ|sg., m., dat., infl.:епарʼхꙋ
яко;120763;subjunction;non-infl.:яко,ѧко,ꙗко,ꙗк
вънутрь;120764;preposition;non-infl.:внутрь
судъ;120765;common noun;sg., m., gen., infl.:суду|sg., m., acc., infl.:судъ|sg., m., loc., infl.:сюду|pl., m., acc., infl.:сѹды|pl., m., nom., infl.:сѹды|pl., m., dat., infl.:сѹдомъ|pl., m., gen., infl.:сѹдовъ|pl., m., ins., infl.:сѹды
